;Total_Power_10;Total_Power_20;Total_Power_30;Total_Power_40;Total_Power_50;Total_Power_60;Total_Power_70;Total_Power_80;Total_Power_90;Total_Power_100
59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
108;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
109;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
110;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
111;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
112;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
113;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
114;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
115;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
116;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
117;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
118;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
119;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
120;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
121;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
122;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
123;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
124;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
125;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
126;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
127;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
128;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
129;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
130;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
131;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
132;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
133;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
134;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
135;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
136;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
137;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
138;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
139;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
140;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
141;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
142;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
143;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
144;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
145;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
146;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
147;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
148;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
149;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
150;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
151;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
152;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
153;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
154;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
155;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
156;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
157;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
158;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
159;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
160;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
161;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
162;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
163;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
164;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
165;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
166;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
167;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
168;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
169;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
170;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
171;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
172;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
173;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
174;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
175;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
176;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
177;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
178;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
179;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
180;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
181;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
182;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
183;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
184;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
185;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
186;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
187;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
188;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
189;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
190;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
191;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
192;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
193;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
194;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
195;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
196;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
197;2950.0;2950.0;2950.0;2950.0;2950.0;2950.0;1200.0;1200.0;1200.0;0.0
198;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
199;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
200;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
201;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
202;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
203;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
204;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
205;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
206;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
207;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
208;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
209;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
210;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
211;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
212;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
213;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
214;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
215;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
216;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
217;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
218;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
219;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
220;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
221;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
222;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
223;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
224;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
225;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
226;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
227;2325.0;2325.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;1200.0;0.0
228;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
229;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
230;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
231;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
232;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
233;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
234;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
235;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
236;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
237;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
238;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
239;1125.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
240;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
241;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
254;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
270;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
279;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
280;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
283;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
289;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
291;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
